Año,Delito,id_dep,Departamento,Total delitos,Ratio
2020,ABIGEATO,14,ROCHA,218,270.1028373187957
2020,ABIGEATO,15,SALTO,195,143.17706230037814
2020,ABIGEATO,16,SAN JOSE,57,47.61188793665113
2020,ABIGEATO,17,SORIANO,95,113.52229816930357
2020,ABIGEATO,18,TACUAREMBO,72,74.98750208298617
2020,ABIGEATO,19,TREINTA Y TRES,46,96.42595115815952
2020,HURTO,2,ARTIGAS,2390,3084.3485442907286
2020,HURTO,3,CANELONES,16163,2654.1973200210196
2020,HURTO,4,CERRO LARGO,1459,1602.9267971127542
2020,HURTO,5,COLONIA,2795,2058.219253739037
2020,HURTO,6,DURAZNO,1830,2951.1369134010642
2020,HURTO,7,FLORES,557,2120.2085950287387
2020,HURTO,8,FLORIDA,1307,1858.54046982538
2020,HURTO,9,LAVALLEJA,1709,2888.1415510452402
2020,HURTO,10,MALDONADO,8922,4189.637198643838
2020,HURTO,1,MONTEVIDEO,58704,4505.468360259411
2020,HURTO,11,PAYSANDU,4250,3488.238480605394
2020,HURTO,12,RIO NEGRO,868,1513.8302696292162
2020,HURTO,13,RIVERA,2579,2359.5824298483976
2020,HURTO,14,ROCHA,3931,4870.524098624706
2020,HURTO,15,SALTO,3468,2546.3489849113403
2020,HURTO,16,SAN JOSE,3649,3047.996124225263
2020,HURTO,17,SORIANO,1610,1923.9042110797764
2020,HURTO,18,TACUAREMBO,1193,1242.5012497917014
2020,HURTO,19,TREINTA Y TRES,1399,2932.6066450057647
2020,LESIONES,2,ARTIGAS,386,498.1416477390047
2020,LESIONES,3,CANELONES,1907,313.15685759327374
2020,LESIONES,4,CERRO LARGO,284,312.015908416739
2020,LESIONES,5,COLONIA,314,231.2274939799848
2020,LESIONES,6,DURAZNO,199,320.91598129333977
2020,LESIONES,7,FLORES,70,266.4535038635758
2020,LESIONES,8,FLORIDA,189,268.7560434560036
2020,LESIONES,9,LAVALLEJA,183,309.26267047470975
2020,LESIONES,10,MALDONADO,539,253.10630464795213
2020,LESIONES,1,MONTEVIDEO,4313,331.01807436969955
2020,LESIONES,11,PAYSANDU,402,329.9463221654985
2020,LESIONES,12,RIO NEGRO,180,313.92793609822456
2020,LESIONES,13,RIVERA,510,466.6099415365191
2020,LESIONES,14,ROCHA,322,398.95923677363396
2020,LESIONES,15,SALTO,539,395.75608502514774
2020,LESIONES,16,SAN JOSE,449,375.04802953607646
2020,LESIONES,17,SORIANO,221,264.0887146885904
2020,LESIONES,18,TACUAREMBO,277,288.4935844025996
2020,LESIONES,19,TREINTA Y TRES,124,259.9308248611257
2020,RAPIÑA,2,ARTIGAS,61,78.72186661160437
2020,RAPIÑA,3,CANELONES,3194,524.5007882291119
2020,RAPIÑA,4,CERRO LARGO,36,39.55131233451621
2020,RAPIÑA,5,COLONIA,57,41.97441769700362
2020,RAPIÑA,6,DURAZNO,36,58.05515239477503
2020,RAPIÑA,7,FLORES,7,26.64535038635758
2020,RAPIÑA,8,FLORIDA,18,25.595813662476534
2020,RAPIÑA,9,LAVALLEJA,39,65.9084379700201
2020,RAPIÑA,10,MALDONADO,449,210.84365637649444
2020,RAPIÑA,1,MONTEVIDEO,23576,1809.4324417667601
2020,RAPIÑA,11,PAYSANDU,202,165.79392307818577
2020,RAPIÑA,12,RIO NEGRO,14,24.416617252084134
2020,RAPIÑA,13,RIVERA,155,141.8128253689421
2020,RAPIÑA,14,ROCHA,95,117.70536488663116
2020,RAPIÑA,15,SALTO,217,159.3303718932413
2020,RAPIÑA,16,SAN JOSE,465,388.4127700095224
2020,RAPIÑA,17,SORIANO,45,53.77372018545959
2020,RAPIÑA,18,TACUAREMBO,36,37.493751041493084
2020,RAPIÑA,19,TREINTA Y TRES,55,115.29189812388638
2020,VIOLENCIA DOMÉSTICA,2,ARTIGAS,802,1034.9989675820773
2020,VIOLENCIA DOMÉSTICA,3,CANELONES,5537,909.2551234892275
2020,VIOLENCIA DOMÉSTICA,4,CERRO LARGO,763,838.2680919787741
2020,VIOLENCIA DOMÉSTICA,5,COLONIA,1088,801.1959027077181
2020,VIOLENCIA DOMÉSTICA,6,DURAZNO,865,1394.936300596678
2020,VIOLENCIA DOMÉSTICA,7,FLORES,484,1842.3356552852956
2020,VIOLENCIA DOMÉSTICA,8,FLORIDA,717,1019.5665775553155
2020,VIOLENCIA DOMÉSTICA,9,LAVALLEJA,1004,1696.7197877410304
2020,VIOLENCIA DOMÉSTICA,10,MALDONADO,1524,715.6475107300167
2020,VIOLENCIA DOMÉSTICA,1,MONTEVIDEO,13018,999.1173874669021
2020,VIOLENCIA DOMÉSTICA,11,PAYSANDU,2090,1715.392570462417
2020,VIOLENCIA DOMÉSTICA,12,RIO NEGRO,809,1410.9316683525758
2020,VIOLENCIA DOMÉSTICA,13,RIVERA,1307,1195.8023403690793
2020,VIOLENCIA DOMÉSTICA,14,ROCHA,874,1082.8893569570066
2020,VIOLENCIA DOMÉSTICA,15,SALTO,1403,1030.1406072175923
2020,VIOLENCIA DOMÉSTICA,16,SAN JOSE,1564,1306.4033812793398
2020,VIOLENCIA DOMÉSTICA,17,SORIANO,833,995.4113092108408
2020,VIOLENCIA DOMÉSTICA,18,TACUAREMBO,1138,1185.219130144976
2020,VIOLENCIA DOMÉSTICA,19,TREINTA Y TRES,625,1310.1352059532544
2021,ABIGEATO,2,ARTIGAS,113,145.82903159198844
2021,ABIGEATO,3,CANELONES,198,32.51445086705202
2021,ABIGEATO,4,CERRO LARGO,51,56.031025807231295
2021,ABIGEATO,5,COLONIA,37,27.246551838405857
2021,ABIGEATO,6,DURAZNO,49,79.01951298177714
2021,ABIGEATO,7,FLORES,13,49.484222146092655
2021,ABIGEATO,8,FLORIDA,48,68.25550309993743
2021,ABIGEATO,9,LAVALLEJA,64,108.15743666875095
2021,ABIGEATO,10,MALDONADO,35,16.4354743277891
2021,ABIGEATO,1,MONTEVIDEO,17,1.3047315706665643
2021,ABIGEATO,11,PAYSANDU,78,64.01943564405194
2021,ABIGEATO,12,RIO NEGRO,42,73.2498517562524
2021,ABIGEATO,13,RIVERA,116,106.13088866320825
2021,ABIGEATO,14,ROCHA,166,205.67463759137652
2021,ABIGEATO,15,SALTO,117,85.90623738022688
2021,ABIGEATO,16,SAN JOSE,36,30.07066606525335
2021,ABIGEATO,17,SORIANO,72,86.03795229673533
2021,ABIGEATO,18,TACUAREMBO,56,58.32361273121146
2021,ABIGEATO,19,TREINTA Y TRES,41,85.9448695105335
2021,HURTO,2,ARTIGAS,1719,2218.408011563081
2021,HURTO,3,CANELONES,15345,2519.8699421965316
2021,HURTO,4,CERRO LARGO,999,1097.5489172828247
2021,HURTO,5,COLONIA,2620,1929.3504274763065
2021,HURTO,6,DURAZNO,1382,2228.6727947105305
2021,HURTO,7,FLORES,500,1903.2393133112557
2021,HURTO,8,FLORIDA,1344,1911.154086798248
2021,HURTO,9,LAVALLEJA,1490,2518.040322444358
2021,HURTO,10,MALDONADO,7063,3316.6787193478403
2021,HURTO,1,MONTEVIDEO,59600,4574.235388925131
2021,HURTO,11,PAYSANDU,4335,3558.003250217502
2021,HURTO,12,RIO NEGRO,784,1367.3305661167115
2021,HURTO,13,RIVERA,2294,2098.8298154603426
2021,HURTO,14,ROCHA,3633,4501.300954032958
2021,HURTO,15,SALTO,2589,1900.9508425419433
2021,HURTO,16,SAN JOSE,3228,2696.3363905177166
2021,HURTO,17,SORIANO,1410,1684.9098991444002
2021,HURTO,18,TACUAREMBO,1186,1235.2107982003
2021,HURTO,19,TREINTA Y TRES,1202,2519.652028089299
2021,LESIONES,2,ARTIGAS,305,393.60933305802183
2021,LESIONES,3,CANELONES,1858,305.11035207567
2021,LESIONES,4,CERRO LARGO,268,294.43754737917624
2021,LESIONES,5,COLONIA,313,230.49110068705494
2021,LESIONES,6,DURAZNO,222,358.00677310111274
2021,LESIONES,7,FLORES,61,232.1951962239732
2021,LESIONES,8,FLORIDA,185,263.0680848643422
2021,LESIONES,9,LAVALLEJA,200,337.99198958984675
2021,LESIONES,10,MALDONADO,503,236.20124533936908
2021,LESIONES,1,MONTEVIDEO,4202,322.49894470240605
2021,LESIONES,11,PAYSANDU,411,337.33318012442754
2021,LESIONES,12,RIO NEGRO,193,336.6005092608741
2021,LESIONES,13,RIVERA,482,440.9921408247102
2021,LESIONES,14,ROCHA,342,423.73931359187213
2021,LESIONES,15,SALTO,494,362.71522449429125
2021,LESIONES,16,SAN JOSE,401,334.95380811573864
2021,LESIONES,17,SORIANO,274,327.42220735146503
2021,LESIONES,18,TACUAREMBO,246,256.2072987835361
2021,LESIONES,19,TREINTA Y TRES,160,335.3946127240331
2021,RAPIÑA,2,ARTIGAS,41,52.911418542225896
2021,RAPIÑA,3,CANELONES,2892,474.9080399369417
2021,RAPIÑA,4,CERRO LARGO,20,21.97295129695345
2021,RAPIÑA,5,COLONIA,57,41.97441769700362
2021,RAPIÑA,6,DURAZNO,23,37.090791807772945
2021,RAPIÑA,7,FLORES,8,30.45182901298009
2021,RAPIÑA,8,FLORIDA,15,21.329844718730445
2021,RAPIÑA,9,LAVALLEJA,45,76.0481976577155
2021,RAPIÑA,10,MALDONADO,294,138.05798435342842
2021,RAPIÑA,1,MONTEVIDEO,20537,1576.192486281131
2021,RAPIÑA,11,PAYSANDU,139,114.0859173656823
2021,RAPIÑA,12,RIO NEGRO,12,20.92852907321497
2021,RAPIÑA,13,RIVERA,122,111.62041738716731
2021,RAPIÑA,14,ROCHA,105,130.09540329575023
2021,RAPIÑA,15,SALTO,124,91.04592679613789
2021,RAPIÑA,16,SAN JOSE,356,297.365475534172
2021,RAPIÑA,17,SORIANO,35,41.82400458869079
2021,RAPIÑA,18,TACUAREMBO,26,27.078820196633895
2021,RAPIÑA,19,TREINTA Y TRES,38,79.65622052195786
2021,VIOLENCIA DOMÉSTICA,2,ARTIGAS,900,1161.4701631220316
2021,VIOLENCIA DOMÉSTICA,3,CANELONES,5188,851.9442984760904
2021,VIOLENCIA DOMÉSTICA,4,CERRO LARGO,871,956.9220289823228
2021,VIOLENCIA DOMÉSTICA,5,COLONIA,1208,889.5630978593047
2021,VIOLENCIA DOMÉSTICA,6,DURAZNO,878,1415.90066118368
2021,VIOLENCIA DOMÉSTICA,7,FLORES,422,1606.3339804347
2021,VIOLENCIA DOMÉSTICA,8,FLORIDA,701,996.8147431886697
2021,VIOLENCIA DOMÉSTICA,9,LAVALLEJA,909,1536.1735926858535
2021,VIOLENCIA DOMÉSTICA,10,MALDONADO,1911,897.3768982972849
2021,VIOLENCIA DOMÉSTICA,1,MONTEVIDEO,13032,1000.1918722898039
2021,VIOLENCIA DOMÉSTICA,11,PAYSANDU,1834,1505.277499630657
2021,VIOLENCIA DOMÉSTICA,12,RIO NEGRO,790,1377.794830653319
2021,VIOLENCIA DOMÉSTICA,13,RIVERA,1410,1290.0392501303763
2021,VIOLENCIA DOMÉSTICA,14,ROCHA,1012,1253.8718870028497
2021,VIOLENCIA DOMÉSTICA,15,SALTO,1619,1188.7367377657035
2021,VIOLENCIA DOMÉSTICA,16,SAN JOSE,1586,1324.779899430328
2021,VIOLENCIA DOMÉSTICA,17,SORIANO,958,1144.7827541704507
2021,VIOLENCIA DOMÉSTICA,18,TACUAREMBO,1072,1116.4805865689052
2021,VIOLENCIA DOMÉSTICA,19,TREINTA Y TRES,615,1289.1730426580023
2022,ABIGEATO,2,ARTIGAS,85,109.69440429485856
2022,ABIGEATO,3,CANELONES,218,35.79873883342091
2022,ABIGEATO,4,CERRO LARGO,48,52.73508311268828
2022,ABIGEATO,5,COLONIA,34,25.03737195961619
2022,ABIGEATO,6,DURAZNO,38,61.28043863892921
2022,ABIGEATO,7,FLORES,19,72.32309390582772
2022,ABIGEATO,8,FLORIDA,53,75.36545133951425
2022,ABIGEATO,9,LAVALLEJA,76,128.43695604414174
2022,ABIGEATO,10,MALDONADO,33,15.496304366201151
2022,ABIGEATO,1,MONTEVIDEO,30,2.302467477646878
2022,ABIGEATO,11,PAYSANDU,97,79.61391355734663
2022,ABIGEATO,12,RIO NEGRO,50,87.20220447172905
2022,ABIGEATO,13,RIVERA,79,72.2787948654608
2022,ABIGEATO,14,ROCHA,122,151.1584685912526
2022,ABIGEATO,15,SALTO,112,82.23503065457615
2022,ABIGEATO,16,SAN JOSE,28,23.388295828530378
2022,ABIGEATO,17,SORIANO,46,54.96869174513646
2022,ABIGEATO,18,TACUAREMBO,50,52.07465422429595
2022,ABIGEATO,19,TREINTA Y TRES,43,90.1373021695839
2022,HURTO,2,ARTIGAS,1716,2214.536444352674
2022,HURTO,3,CANELONES,15339,2518.884655806621
2022,HURTO,4,CERRO LARGO,1226,1346.9419145032466
2022,HURTO,5,COLONIA,2913,2145.1136623047637
2022,HURTO,6,DURAZNO,1438,2318.9808095468475
2022,HURTO,7,FLORES,590,2245.8223897072817
2022,HURTO,8,FLORIDA,1332,1894.0902110232637
2022,HURTO,9,LAVALLEJA,1124,1899.5149814949384
2022,HURTO,10,MALDONADO,7912,3715.3563680419243
2022,HURTO,1,MONTEVIDEO,59660,4578.840323880425
2022,HURTO,11,PAYSANDU,4498,3691.7874554736613
2022,HURTO,12,RIO NEGRO,1108,1932.4008510935155
2022,HURTO,13,RIVERA,1990,1820.6936934464177
2022,HURTO,14,ROCHA,3861,4783.7938297608725
2022,HURTO,15,SALTO,3180,2334.887477513859
2022,HURTO,16,SAN JOSE,3087,2578.5596150954743
2022,HURTO,17,SORIANO,2089,2496.2955881650014
2022,HURTO,18,TACUAREMBO,1893,1971.5464089318448
2022,HURTO,19,TREINTA Y TRES,1003,2102.5049785137826
2022,LESIONES,2,ARTIGAS,340,438.77761717943423
2022,LESIONES,3,CANELONES,1923,315.7842879663689
2022,LESIONES,4,CERRO LARGO,278,305.424023027653
2022,LESIONES,5,COLONIA,349,257.0012592325309
2022,LESIONES,6,DURAZNO,238,383.8090630543461
2022,LESIONES,7,FLORES,56,213.16280309086065
2022,LESIONES,8,FLORIDA,151,214.72043683521983
2022,LESIONES,9,LAVALLEJA,228,385.3108681324253
2022,LESIONES,10,MALDONADO,602,282.6901584379725
2022,LESIONES,1,MONTEVIDEO,4569,350.6657968456196
2022,LESIONES,11,PAYSANDU,419,343.89927608792004
2022,LESIONES,12,RIO NEGRO,197,343.57668561861243
2022,LESIONES,13,RIVERA,427,390.67146085508557
2022,LESIONES,14,ROCHA,385,477.01647875108415
2022,LESIONES,15,SALTO,554,406.7697052020999
2022,LESIONES,16,SAN JOSE,463,386.74217745034167
2022,LESIONES,17,SORIANO,271,323.83729267243444
2022,LESIONES,18,TACUAREMBO,267,278.0786535577404
2022,LESIONES,19,TREINTA Y TRES,130,272.5081228382769
2022,RAPIÑA,2,ARTIGAS,41,52.911418542225896
2022,RAPIÑA,3,CANELONES,2697,442.886232264845
2022,RAPIÑA,4,CERRO LARGO,12,13.18377077817207
2022,RAPIÑA,5,COLONIA,71,52.283923798022045
2022,RAPIÑA,6,DURAZNO,23,37.090791807772945
2022,RAPIÑA,7,FLORES,9,34.258307639602606
2022,RAPIÑA,8,FLORIDA,21,29.861782606222626
2022,RAPIÑA,9,LAVALLEJA,22,37.179118854883136
2022,RAPIÑA,10,MALDONADO,344,161.53723339312717
2022,RAPIÑA,1,MONTEVIDEO,19128,1468.0532637476495
2022,RAPIÑA,11,PAYSANDU,128,105.0575354158801
2022,RAPIÑA,12,RIO NEGRO,12,20.92852907321497
2022,RAPIÑA,13,RIVERA,146,133.5785322830035
2022,RAPIÑA,14,ROCHA,109,135.05141865939785
2022,RAPIÑA,15,SALTO,152,111.60468445978194
2022,RAPIÑA,16,SAN JOSE,392,327.43614159942535
2022,RAPIÑA,17,SORIANO,60,71.69829358061278
2022,RAPIÑA,18,TACUAREMBO,45,46.867188801866355
2022,RAPIÑA,19,TREINTA Y TRES,29,60.79027355623101
2022,VIOLENCIA DOMÉSTICA,2,ARTIGAS,835,1077.5862068965519
2022,VIOLENCIA DOMÉSTICA,3,CANELONES,5566,914.0173410404625
2022,VIOLENCIA DOMÉSTICA,4,CERRO LARGO,923,1014.0517023544018
2022,VIOLENCIA DOMÉSTICA,5,COLONIA,1338,985.2942259401901
2022,VIOLENCIA DOMÉSTICA,6,DURAZNO,785,1265.924850830511
2022,VIOLENCIA DOMÉSTICA,7,FLORES,384,1461.6877926230443
2022,VIOLENCIA DOMÉSTICA,8,FLORIDA,682,969.7969398782776
2022,VIOLENCIA DOMÉSTICA,9,LAVALLEJA,987,1667.9904686258933
2022,VIOLENCIA DOMÉSTICA,10,MALDONADO,2426,1139.2131634061816
2022,VIOLENCIA DOMÉSTICA,1,MONTEVIDEO,13164,1010.3227291914502
2022,VIOLENCIA DOMÉSTICA,11,PAYSANDU,2013,1652.1938968138022
2022,VIOLENCIA DOMÉSTICA,12,RIO NEGRO,727,1267.9200530189403
2022,VIOLENCIA DOMÉSTICA,13,RIVERA,1350,1235.1439628907858
2022,VIOLENCIA DOMÉSTICA,14,ROCHA,1148,1422.376409366869
2022,VIOLENCIA DOMÉSTICA,15,SALTO,1858,1364.2204192518082
2022,VIOLENCIA DOMÉSTICA,16,SAN JOSE,1544,1289.6974556875323
2022,VIOLENCIA DOMÉSTICA,17,SORIANO,1073,1282.2044835332918
2022,VIOLENCIA DOMÉSTICA,18,TACUAREMBO,1197,1246.6672221296449
2022,VIOLENCIA DOMÉSTICA,19,TREINTA Y TRES,629,1318.5200712713552
2023,ABIGEATO,2,ARTIGAS,53,68.39768738385298
2023,ABIGEATO,3,CANELONES,179,29.394377299001576
2023,ABIGEATO,4,CERRO LARGO,51,56.031025807231295
2023,ABIGEATO,5,COLONIA,21,15.46425915152765
2023,ABIGEATO,6,DURAZNO,21,33.86550556361877
2023,ABIGEATO,7,FLORES,25,95.16196566556279
2023,ABIGEATO,8,FLORIDA,43,61.14555486036061
2023,ABIGEATO,9,LAVALLEJA,53,89.56787724130938
2023,ABIGEATO,10,MALDONADO,30,14.087549423819228
2023,ABIGEATO,1,MONTEVIDEO,30,2.302467477646878
2023,ABIGEATO,11,PAYSANDU,62,50.88724371706693
2023,ABIGEATO,12,RIO NEGRO,34,59.297499040775755
2023,ABIGEATO,13,RIVERA,94,86.00261667535842
2023,ABIGEATO,14,ROCHA,107,132.573410977574
2023,ABIGEATO,15,SALTO,84,61.67627299093212
2023,ABIGEATO,16,SAN JOSE,27,22.552999548940008
2023,ABIGEATO,17,SORIANO,59,70.5033220209359
2023,ABIGEATO,18,TACUAREMBO,48,49.99166805532411
2023,ABIGEATO,19,TREINTA Y TRES,37,77.56000419243266
2023,HURTO,2,ARTIGAS,1712,2209.374354738798
2023,HURTO,3,CANELONES,14712,2415.9222280609565
2023,HURTO,4,CERRO LARGO,1361,1495.2593357576823
2023,HURTO,5,COLONIA,2501,1841.71962561765
2023,HURTO,6,DURAZNO,1806,2912.4334784712146
2023,HURTO,7,FLORES,530,2017.433672109931
2023,HURTO,8,FLORIDA,1744,2479.9499459643935
2023,HURTO,9,LAVALLEJA,1225,2070.200936237811
2023,HURTO,10,MALDONADO,8331,3912.1124749945993
2023,HURTO,1,MONTEVIDEO,57043,4377.9884109136965
2023,HURTO,11,PAYSANDU,4590,3767.2975590538254
2023,HURTO,12,RIO NEGRO,1176,2050.995849175067
2023,HURTO,13,RIVERA,1940,1774.9476207467587
2023,HURTO,14,ROCHA,3684,4564.490149919465
2023,HURTO,15,SALTO,3699,2715.9587356364036
2023,HURTO,16,SAN JOSE,2519,2104.111328288144
2023,HURTO,17,SORIANO,2629,3141.5802303905166
2023,HURTO,18,TACUAREMBO,2115,2202.7578736877185
2023,HURTO,19,TREINTA Y TRES,1100,2305.8379624777276
2023,LESIONES,2,ARTIGAS,327,422.00082593433825
2023,LESIONES,3,CANELONES,1863,305.9314240672622
2023,LESIONES,4,CERRO LARGO,298,327.3969743246064
2023,LESIONES,5,COLONIA,406,298.97567692953453
2023,LESIONES,6,DURAZNO,239,385.42170617642313
2023,LESIONES,7,FLORES,80,304.51829012980096
2023,LESIONES,8,FLORIDA,186,264.49007451225754
2023,LESIONES,9,LAVALLEJA,179,302.5028306829128
2023,LESIONES,10,MALDONADO,607,285.03808334194235
2023,LESIONES,1,MONTEVIDEO,4867,373.5369737902452
2023,LESIONES,11,PAYSANDU,443,363.59756397839755
2023,LESIONES,12,RIO NEGRO,193,336.6005092608741
2023,LESIONES,13,RIVERA,466,426.3533975608194
2023,LESIONES,14,ROCHA,369,457.19241729649366
2023,LESIONES,15,SALTO,555,407.50394654723004
2023,LESIONES,16,SAN JOSE,448,374.21273325648605
2023,LESIONES,17,SORIANO,254,303.52277615792747
2023,LESIONES,18,TACUAREMBO,322,335.3607732044659
2023,LESIONES,19,TREINTA Y TRES,151,316.52866575830626
2023,RAPIÑA,2,ARTIGAS,44,56.78298575263267
2023,RAPIÑA,3,CANELONES,2407,395.26405675249606
2023,RAPIÑA,4,CERRO LARGO,17,18.67700860241043
2023,RAPIÑA,5,COLONIA,69,50.81113721216227
2023,RAPIÑA,6,DURAZNO,59,95.14594420254798
2023,RAPIÑA,7,FLORES,13,49.484222146092655
2023,RAPIÑA,8,FLORIDA,22,31.283772254137993
2023,RAPIÑA,9,LAVALLEJA,36,60.83855812617241
2023,RAPIÑA,10,MALDONADO,398,186.89482235600175
2023,RAPIÑA,1,MONTEVIDEO,18348,1408.1891093288307
2023,RAPIÑA,11,PAYSANDU,162,132.96344326072324
2023,RAPIÑA,12,RIO NEGRO,29,50.57727859360284
2023,RAPIÑA,13,RIVERA,133,121.68455338109224
